名称,名称,关系
王家卫,阿飞正传,导演
王家卫,张国荣,合作
王家卫,张曼玉,合作
王家卫,刘嘉玲,合作
王家卫,刘德华,合作
王家卫,张学友,合作
王家卫,潘迪华,合作
王家卫,梁朝伟,合作
罗伯特·怀斯,音乐之声,导演
罗伯特·怀斯,朱莉·安德鲁斯,合作
罗伯特·怀斯,克里斯托弗·普卢默,合作
罗伯特·怀斯,埃琳诺·帕克,合作
罗伯特·怀斯,理查德·海顿,合作
罗伯特·怀斯,佩吉·伍德,合作
罗伯特·怀斯,查尔敏·卡尔,合作
罗伯特·怀斯,希瑟·孟席斯-尤里克,合作
罗伯特·怀斯,尼古拉斯·哈蒙德,合作
罗伯特·怀斯,杜安·蔡斯,合作
罗伯特·怀斯,安吉拉·卡特怀特,合作
罗伯特·怀斯,黛比·特纳,合作
罗伯特·怀斯,基姆·卡拉思,合作
罗伯特·怀斯,安娜·李,合作
罗伯特·怀斯,波希娅·纳尔逊,合作
罗伯特·怀斯,本·怀特,合作
罗伯特·怀斯,丹尼尔·特鲁希特,合作
罗伯特·怀斯,诺玛·威登,合作
罗伯特·怀斯,吉尔克里斯特·斯图尔特,合作
罗伯特·怀斯,马妮·尼克松,合作
罗伯特·怀斯,埃瓦德妮·贝克,合作
罗伯特·怀斯,多丽丝·劳埃德,合作
罗伯特·怀斯,格特鲁德·阿斯特,合作
罗伯特·怀斯,弗兰克·贝克,合作
罗伯特·怀斯,史蒂夫·卡鲁瑟斯,合作
罗伯特·怀斯,山姆·哈里斯,合作
罗伯特·怀斯,多罗西·吉金斯,合作
罗伯特·怀斯,利奥达·理查德斯,合作
罗伯特·怀斯,杰弗里·塞尔,合作
罗伯特·怀斯,伯纳德·赛尔,合作
罗伯特·怀斯,诺尔曼·斯蒂凡斯,合作
罗伯特·怀斯,伯特史蒂文斯,合作
罗伯特·怀斯,玛丽亚·冯·特拉普,合作
查理·卓别林,摩登时代,导演
查理·卓别林,查理·卓别林,合作
查理·卓别林,宝莲·高黛,合作
查理·卓别林,亨利·伯格曼,合作
查理·卓别林,蒂尼·桑福德,合作
查理·卓别林,切斯特·康克林,合作
查理·卓别林,汉克·曼,合作
查理·卓别林,斯坦利·布莱斯通,合作
查理·卓别林,阿尔·欧内斯特·加西亚,合作
查理·卓别林,理查德·亚历山大,合作
查理·卓别林,塞西尔·雷诺兹,合作
查理·卓别林,米拉·麦金尼,合作
查理·卓别林,默多克·麦夸里,合作
查理·卓别林,威尔弗雷德·卢卡斯,合作
查理·卓别林,爱德华·勒桑,合作
查理·卓别林,弗雷德·马拉泰斯塔,合作
查理·卓别林,萨米·斯坦,合作
查理·卓别林,特德·奥利弗,合作
查理·卓别林,诺曼·安斯利,合作
查理·卓别林,博比·巴伯,合作
查理·卓别林,海尼·康克林,合作
查理·卓别林,格洛丽亚·德黑文,合作
查理·卓别林,帕特·弗莱厄蒂,合作
查理·卓别林,弗兰克·哈格尼,合作
查理·卓别林,帕特·哈蒙,合作
查理·卓别林,劳埃德·英格拉哈姆,合作
查理·卓别林,沃尔特·詹姆斯,合作
查理·卓别林,爱德华·金博尔,合作
查理·卓别林,杰克·洛,合作
查理·卓别林,巴迪·梅辛杰,合作
查理·卓别林,布鲁斯·米切尔,合作
查理·卓别林,弗兰克·莫兰,合作
查理·卓别林,詹姆斯·C·莫顿,合作
查理·卓别林,路易·纳托,合作
查理·卓别林,J·C·纽金特,合作
查理·卓别林,拉斯·鲍威尔,合作
查理·卓别林,约翰兰德,合作
查理·卓别林,哈里·威尔逊,合作
查理·卓别林,城市之光,导演
查理·卓别林,查理·卓别林,合作
查理·卓别林,弗吉尼亚·切瑞尔,合作
查理·卓别林,佛罗伦斯·李,合作
查理·卓别林,亨利·伯格曼,合作
查理·卓别林,珍·哈露,合作
卡迪亚·兰德,上帝之城,导演
卡迪亚·兰德,亚历桑德雷·罗德里格斯,合作
卡迪亚·兰德,莱安德鲁·菲尔米诺,合作
卡迪亚·兰德,菲利佩·哈根森,合作
卡迪亚·兰德,道格拉斯·席尔瓦,合作
卡迪亚·兰德,乔纳森·哈根森,合作
卡迪亚·兰德,马修斯·纳克加勒,合作
卡迪亚·兰德,索·豪黑,合作
卡迪亚·兰德,艾莉丝·布拉加,合作
马丁·斯科塞斯,禁闭岛,导演
马丁·斯科塞斯,莱昂纳多·迪卡普里奥,合作
马丁·斯科塞斯,马克·鲁弗洛,合作
马丁·斯科塞斯,本·金斯利,合作
马丁·斯科塞斯,马克斯·冯·叙多夫,合作
马丁·斯科塞斯,米歇尔·威廉姆斯,合作
马丁·斯科塞斯,艾米莉·莫迪默,合作
马丁·斯科塞斯,派翠西娅·克拉克森,合作
马丁·斯科塞斯,杰基·厄尔·哈利,合作
马丁·斯科塞斯,泰德·拉文,合作
马丁·斯科塞斯,约翰·卡洛·林奇,合作
马丁·斯科塞斯,伊莱亚斯·科泰斯,合作
马丁·斯科塞斯,罗宾·巴特利特,合作
马丁·斯科塞斯,克里斯托弗·邓汉,合作
马丁·斯科塞斯,约瑟夫·斯科拉,合作
约翰·卡尼,再次出发之纽约遇见你,导演
约翰·卡尼,凯拉·奈特莉,合作
约翰·卡尼,马克·鲁弗洛,合作
约翰·卡尼,亚当·莱文,合作
约翰·卡尼,詹姆斯·柯登,合作
约翰·卡尼,海莉·斯坦菲尔德,合作
约翰·卡尼,凯瑟琳·基纳,合作
约翰·卡尼,茅斯·达夫,合作
约翰·卡尼,罗伯·莫洛,合作
约翰·卡尼,伊恩·布罗茨基,合作
约翰·卡尼,香农·沃尔什,合作
约翰·卡尼,大卫·埃伯利斯,合作
约翰·卡尼,马科·阿桑特,合作
约翰·卡尼,玛丽·凯瑟琳·歌瑞森,合作
约翰·卡尼,詹·雅各布,合作
约翰·卡尼,席洛·格林,合作
约翰·卡尼,詹妮弗·李·杰克逊,合作
约翰·卡尼,特里·刘易斯,合作
约翰·卡尼,吉米·帕伦博,合作
约翰·卡尼,西蒙·德兰尼,合作
约翰·卡尼,丹妮尔·布里瑟布瓦,合作
约翰·卡尼,基恩·鲁弗洛,合作
约翰·卡尼,尼古拉斯·丹尼尔·冈萨雷斯,合作
约翰·卡尼,麦迪·科尔曼,合作
约翰·卡尼,阿雅·卡什,合作
约翰·卡尼,大卫·彭德尔顿,合作
约翰·卡尼,保罗·罗梅罗,合作
约翰·卡尼,安德鲁·塞伦,合作
约翰·卡尼,凯伦·皮特曼,合作
约翰·卡尼,罗恩·沃斯,合作
延尚昊,釜山行,导演
延尚昊,孔刘,合作
延尚昊,郑有美,合作
延尚昊,马东锡,合作
延尚昊,金秀安,合作
延尚昊,金义城,合作
延尚昊,崔宇植,合作
延尚昊,安昭熙,合作
延尚昊,崔奎华,合作
延尚昊,郑锡勇,合作
延尚昊,艺秀晶,合作
延尚昊,朴明申,合作
延尚昊,张赫镇,合作
延尚昊,禹都临,合作
延尚昊,沈恩京,合作
彼得·威尔,楚门的世界,导演
彼得·威尔,金·凯瑞,合作
彼得·威尔,劳拉·琳妮,合作
彼得·威尔,艾德·哈里斯,合作
彼得·威尔,诺亚·艾默里奇,合作
彼得·威尔,娜塔莎·麦克艾霍恩,合作
彼得·威尔,死亡诗社,导演
彼得·威尔,罗宾·威廉姆斯,合作
彼得·威尔,罗伯特·肖恩·莱纳德,合作
彼得·威尔,伊桑·霍克,合作
彼得·威尔,乔西·查尔斯,合作
彼得·威尔,盖尔·汉森,合作
彼得·威尔,迪伦·库斯曼,合作
彼得·威尔,阿勒隆·鲁杰罗,合作
彼得·威尔,詹姆斯·沃特斯顿,合作
彼得·威尔,诺曼·劳埃德,合作
彼得·威尔,柯特伍德·史密斯,合作
彼得·威尔,卡拉·贝尔韦尔,合作
彼得·威尔,利昂·波纳尔,合作
彼得·威尔,乔治·马丁,合作
彼得·威尔,乔·奥菲耶里,合作
彼得·威尔,马特·凯里,合作
彼得·威尔,凯文·库尼,合作
彼得·威尔,拉腊·弗林·鲍尔,合作
彼得·威尔,亚历桑德拉·鲍尔斯,合作
彼得·威尔,梅洛拉·沃尔特斯,合作
彼得·威尔,帕梅拉·伯勒尔,合作
彼得·威尔,约翰·库宁汉姆,合作
彼得·威尔,迪布拉·穆尼,合作
彼得·威尔,库尔特·莱特纳,合作
彼得·威尔,凯瑟·斯内德,合作
彼得·威尔,霍纳斯·斯蒂克洛瑞斯,合作
彼得·威尔,杰米·肯尼迪,合作
阿方索·卡隆,哈利·波特与阿兹卡班的囚徒,导演
阿方索·卡隆,丹尼尔·雷德克里夫,合作
阿方索·卡隆,艾玛·沃森,合作
阿方索·卡隆,鲁伯特·格林特,合作
阿方索·卡隆,加里·奥德曼,合作
阿方索·卡隆,朱丽·沃特斯,合作
阿方索·卡隆,邦妮·怀特,合作
阿方索·卡隆,大卫·休里斯,合作
阿方索·卡隆,迈克尔·刚本,合作
阿方索·卡隆,艾伦·瑞克曼,合作
阿方索·卡隆,玛吉·史密斯,合作
阿方索·卡隆,汤姆·费尔顿,合作
阿方索·卡隆,艾玛·汤普森,合作
阿方索·卡隆,朱莉·克里斯蒂,合作
阿方索·卡隆,蒂莫西·斯波,合作
细田守,穿越时空的少女,导演
细田守,仲里依纱,合作
细田守,石田卓也,合作
细田守,板仓光隆,合作
细田守,垣内彩未,合作
细田守,谷村美月,合作
细田守,关户优希,合作
细田守,桂歌若,合作
细田守,安藤绿,合作
细田守,立木文彦,合作
细田守,山本圭子,合作
细田守,反田孝幸,合作
细田守,谷川清美,合作
细田守,汤屋敦子,合作
细田守,松田洋治,合作
细田守,中村正,合作
细田守,原沙知绘,合作
雅克·贝汉,海洋,导演
雅克·贝汉,皮尔斯·布鲁斯南,合作
雅克·贝汉,小佩德罗·阿门达里斯,合作
雅克·贝汉,雅克·贝汉,合作
雅克·贝汉,宫泽理惠,合作
雅克·贝汉,马蒂亚斯·勃兰特,合作
雅克·贝汉,阿尔多,合作
雅克·贝汉,兰斯洛特·佩林,合作
雅克·贝汉,ManoloGarcia,合作
王晶,九品芝麻官,导演
王晶,周星驰,合作
王晶,吴孟达,合作
王晶,张敏,合作
王晶,徐锦江,合作
王晶,钟丽缇,合作
王晶,蔡少芬,合作
王晶,吴启华,合作
王晶,邹兆龙,合作
王晶,梁荣忠,合作
王晶,黄一飞,合作
王晶,苑琼丹,合作
王晶,刘洵,合作
王晶,黄一山,合作
徐克,青蛇,导演
徐克,张曼玉,合作
徐克,王祖贤,合作
徐克,赵文卓,合作
徐克,吴兴国,合作
徐克,马精武,合作
徐克,田丰,合作
徐克,刘洵,合作
刘露,驴得水,导演
刘露,任素汐,合作
刘露,大力,合作
刘露,刘帅良,合作
刘露,裴魁山,合作
刘露,阿如那,合作
刘露,韩彦博,合作
刘露,卜冠今,合作
刘露,王堃,合作
刘露,高阳,合作
刘露,苏千越,合作
刘露,麦亚瑟,合作
刘露,王峰,合作
邓肯·琼斯,源代码,导演
邓肯·琼斯,杰克·吉伦哈尔,合作
邓肯·琼斯,维拉·法米加,合作
邓肯·琼斯,米歇尔·莫纳汉,合作
邓肯·琼斯,杰弗里·怀特,合作
邓肯·琼斯,拉塞尔·皮特斯,合作
邓肯·琼斯,詹姆斯·A·伍兹,合作
邓肯·琼斯,迈克尔·阿登,合作
邓肯·琼斯,乔·柯布登,合作
邓肯·琼斯,卡斯·安瓦尔,合作
华森·波克彭,初恋这件小事,导演
华森·波克彭,平采娜·乐维瑟派布恩,合作
华森·波克彭,马里奥·毛瑞尔,合作
华森·波克彭,苏达拉·布查蓬,合作
华森·波克彭,雅尼卡·桑普蕾舞,合作
华森·波克彭,诺特·阿查拉那·阿瑞亚卫考,合作
华森·波克彭,皮拉瓦特·赫拉巴特,合作
华森·波克彭,普特鹏·普罗萨卡·那·萨克那卡林,合作
华森·波克彭,华森·波克彭,合作
神山征二郎,忠犬八公物语,导演
神山征二郎,山本圭,合作
神山征二郎,井川比佐志,合作
神山征二郎,片桐入,合作
神山征二郎,仲代达矢,合作
神山征二郎,春川真澄,合作
神山征二郎,八千草薰,合作
神山征二郎,石野真子,合作
神山征二郎,殿山泰司,合作
神山征二郎,加藤嘉,合作
神山征二郎,石仓三郎,合作
神山征二郎,泉谷茂,合作
神山征二郎,柳叶敏郎,合作
蒂姆·波顿,剪刀手爱德华,导演
蒂姆·波顿,约翰尼·德普,合作
蒂姆·波顿,薇诺娜·瑞德,合作
蒂姆·波顿,黛安·韦斯特,合作
蒂姆·波顿,安东尼·迈克尔·豪尔,合作
蒂姆·波顿,凯西·贝克,合作
蒂姆·波顿,罗伯特·奥利维里,合作
蒂姆·波顿,康查塔·费雷尔,合作
蒂姆·波顿,卡罗琳·阿隆,合作
蒂姆·波顿,迪克·安东尼·威廉姆斯,合作
蒂姆·波顿,澳澜·琼斯,合作
蒂姆·波顿,文森特·普莱斯,合作
蒂姆·波顿,艾伦·阿金,合作
蒂姆·波顿,苏珊·布洛马特,合作
蒂姆·波顿,约翰·戴维森,合作
蒂姆·波顿,布莱恩·拉肯,合作
蒂姆·波顿,VictoriaPrice,合作
蒂姆·波顿,StuartLancaster,合作
蒂姆·波顿,GinaGallagher,合作
蒂姆·波顿,阿隆·鲁斯汀,合作
蒂姆·波顿,阿兰·弗吉,合作
蒂姆·波顿,史蒂文·布里尔,合作
蒂姆·波顿,PeterPalmer,合作
蒂姆·波顿,马克·麦考利,合作
蒂姆·波顿,唐娜·派洛尼,合作
蒂姆·波顿,KenDeVaul,合作
蒂姆·波顿,KathyDombo,合作
蒂姆·波顿,TabethaThomas,合作
蒂姆·波顿,尼克·卡特,合作
蒂姆·波顿,大鱼,导演
蒂姆·波顿,伊万·麦克格雷格,合作
蒂姆·波顿,阿尔伯特·芬尼,合作
蒂姆·波顿,比利·克鲁德普,合作
蒂姆·波顿,杰西卡·兰格,合作
蒂姆·波顿,海伦娜·伯翰·卡特,合作
蒂姆·波顿,艾莉森·洛曼,合作
蒂姆·波顿,罗伯特·吉尔劳姆,合作
蒂姆·波顿,玛丽昂·歌迪亚,合作
蒂姆·波顿,马修·麦克格罗里,合作
蒂姆·波顿,大卫·丹曼,合作
蒂姆·波顿,米西·派勒,合作
蒂姆·波顿,卢顿·万恩怀特三世,合作
蒂姆·波顿,艾达·泰,合作
蒂姆·波顿,艾伦妮·泰,合作
蒂姆·波顿,史蒂夫·布西密,合作
蒂姆·波顿,丹尼·德维托,合作
蒂姆·波顿,迪普·罗伊,合作
蒂姆·波顿,海利·安妮·内尔森,合作
李濬益,素媛,导演
李濬益,薛景求,合作
李濬益,严志媛,合作
李濬益,李来,合作
李濬益,金海淑,合作
李濬益,金相浩,合作
李濬益,罗美兰,合作
李濬益,杨真诚,合作
李濬益,权泰元,合作
亚当·艾略特,玛丽和马克思,导演
亚当·艾略特,托妮·科莱特,合作
亚当·艾略特,菲利普·塞默·霍夫曼,合作
亚当·艾略特,巴瑞·哈姆弗莱斯,合作
亚当·艾略特,艾瑞克·巴纳,合作
亚当·艾略特,贝塔尼·维特莫尔,合作
亚当·艾略特,蕾妮·盖耶,合作
亚当·艾略特,伊恩·莫利·梅尔德伦,合作
亚当·艾略特,朱莉·福塞斯,合作
亚当·艾略特,约翰·弗劳思,合作
亚当·艾略特,克里斯托弗·马西,合作
亚当·艾略特,卡罗琳·莎士比亚-艾伦,合作
亚当·艾略特,琳恩·史密斯,合作
亚当·艾略特,迈克尔·延纳,合作
茂文·勒鲁瓦,魂断蓝桥,导演
茂文·勒鲁瓦,费雯·丽,合作
茂文·勒鲁瓦,罗伯特·泰勒,合作
茂文·勒鲁瓦,露塞尔·沃特森,合作
茂文·勒鲁瓦,弗吉尼亚·菲尔德,合作
茂文·勒鲁瓦,玛丽亚·彭斯卡娅,合作
茂文·勒鲁瓦,C.奥布雷·史密斯,合作
茂文·勒鲁瓦,JanetShaw,合作
茂文·勒鲁瓦,JanetWaldo,合作
茂文·勒鲁瓦,SteffiDuna,合作
茂文·勒鲁瓦,VirginiaCarroll,合作
茂文·勒鲁瓦,EleanorStewart,合作
茂文·勒鲁瓦,LowdenAdams,合作
茂文·勒鲁瓦,HarryAllen,合作
茂文·勒鲁瓦,JimmyAubrey,合作
茂文·勒鲁瓦,PhyllisBarry,合作
茂文·勒鲁瓦,ColinCampbell,合作
茂文·勒鲁瓦,丽塔·卡莱尔,合作
茂文·勒鲁瓦,里奥.G.卡罗尔,合作
茂文·勒鲁瓦,戴维·卡文迪什,合作
茂文·勒鲁瓦,大卫·克莱德,合作
茂文·勒鲁瓦,汤姆·康威,合作
茂文·勒鲁瓦,FrankDawson,合作
茂文·勒鲁瓦,ConnieEmerald,合作
茂文·勒鲁瓦,GilbertEmery,合作
茂文·勒鲁瓦,赫伯特·埃文斯,合作
茂文·勒鲁瓦,迪克·戈登,合作
茂文·勒鲁瓦,DenisGreen,合作
茂文·勒鲁瓦,艾塞尔·格里菲斯,合作
茂文·勒鲁瓦,BobbyHale,合作
茂文·勒鲁瓦,WinifredHarris,合作
茂文·勒鲁瓦,哈利韦尔·霍布斯,合作
茂文·勒鲁瓦,HaroldHoward,合作
茂文·勒鲁瓦,CharlesIrwin,合作
茂文·勒鲁瓦,GeorgeKirby,合作
茂文·勒鲁瓦,WalterLawrence,合作
茂文·勒鲁瓦,威尔弗雷德·卢卡斯,合作
茂文·勒鲁瓦,DanMaxwell,合作
茂文·勒鲁瓦,JamesMay,合作
茂文·勒鲁瓦,FlorineMcKinney,合作
茂文·勒鲁瓦,CharlesMcNaughton,合作
茂文·勒鲁瓦,FrankMitchell,合作
茂文·勒鲁瓦,埃德蒙·莫蒂默,合作
茂文·勒鲁瓦,伦纳德米迪,合作
茂文·勒鲁瓦,坦普·皮戈特,合作
茂文·勒鲁瓦,JohnPower,合作
茂文·勒鲁瓦,ClaraReid,合作
茂文·勒鲁瓦,PaulScardon,合作
茂文·勒鲁瓦,约翰·格雷厄姆·斯佩西,合作
茂文·勒鲁瓦,WyndhamStanding,合作
茂文·勒鲁瓦,哈里·斯塔布斯,合作
茂文·勒鲁瓦,CyrilThornton,合作
茂文·勒鲁瓦,戴维·瑟斯比,合作
茂文·勒鲁瓦,诺玛·威登,合作
茂文·勒鲁瓦,帕特·威尔士,合作
茂文·勒鲁瓦,玛莎·温特沃思,合作
茂文·勒鲁瓦,FrankWhitbeck,合作
茂文·勒鲁瓦,EricWilton,合作
茂文·勒鲁瓦,罗伯特·温克勒,合作
茂文·勒鲁瓦,道格拉斯·伍德,合作
罗曼·波兰斯基,钢琴家,导演
罗曼·波兰斯基,艾德里安·布洛迪,合作
罗曼·波兰斯基,托马斯·克莱舒曼,合作
罗曼·波兰斯基,艾米莉娅·福克斯,合作
罗曼·波兰斯基,米哈乌·热布罗夫斯基,合作
罗曼·波兰斯基,埃德·斯托帕德,合作
罗曼·波兰斯基,穆琳·利普曼,合作
罗曼·波兰斯基,弗兰克·芬莱,合作
罗曼·波兰斯基,茱莉亚·蕾娜,合作
罗曼·波兰斯基,杰西卡·凯特·梅耶尔,合作
罗曼·波兰斯基,理查德·赖丁斯,合作
大森贵弘,萤火之森,导演
大森贵弘,佐仓绫音,合作
大森贵弘,内山昂辉,合作
大森贵弘,辻亲八,合作
大森贵弘,山本兼平,合作
大森贵弘,后藤弘树,合作
大森贵弘,今井麻美,合作
阿尼什·查甘蒂,网络谜踪,导演
阿尼什·查甘蒂,约翰·赵,合作
阿尼什·查甘蒂,米切尔·拉,合作
阿尼什·查甘蒂,黛博拉·梅辛,合作
阿尼什·查甘蒂,约瑟夫·李,合作
阿尼什·查甘蒂,萨拉·米博·孙,合作
阿尼什·查甘蒂,亚历克丝·杰恩·高,合作
阿尼什·查甘蒂,刘玥辰,合作
阿尼什·查甘蒂,刘卡雅,合作
阿尼什·查甘蒂,多米尼克·霍夫曼,合作
阿尼什·查甘蒂,西尔维亚·米纳西安,合作
阿尼什·查甘蒂,梅丽莎·迪斯尼,合作
阿尼什·查甘蒂,康纳·麦克雷斯,合作
阿尼什·查甘蒂,科林·伍德尔,合作
阿尼什·查甘蒂,约瑟夫·约翰·谢尔勒,合作
阿尼什·查甘蒂,阿什丽·艾德纳,合作
阿尼什·查甘蒂,考特尼·劳伦·卡明斯,合作
阿尼什·查甘蒂,托马斯·巴布萨卡,合作
阿尼什·查甘蒂,朱莉·内桑森,合作
阿尼什·查甘蒂,罗伊·阿布拉姆森,合作
阿尼什·查甘蒂,盖奇·比尔托福,合作
阿尼什·查甘蒂,肖恩·奥布赖恩,合作
阿尼什·查甘蒂,瑞克·萨拉比亚,合作
阿尼什·查甘蒂,布拉德·阿布瑞尔,合作
阿尼什·查甘蒂,加布里埃尔·D·安吉尔,合作
罗伯·莱纳,怦然心动,导演
罗伯·莱纳,玛德琳·卡罗尔,合作
罗伯·莱纳,卡兰·麦克奥利菲,合作
罗伯·莱纳,瑞贝卡·德·莫妮,合作
罗伯·莱纳,安东尼·爱德华兹,合作
